,RCTD,Cell2location,Tangram,Seurat,Stereoscope,SPOTlight,SpatialDWLS,DestVI,STRIDE,DSTG,dataset
Exc_L2_LINC00507_GLRA3,0.12167913962916224,0.09578311007218325,0.15057525304076638,0.17039283007002118,0.11963275181692497,0.13290442045550707,0.1436469755567424,0.15765692400866257,0.09756165640398554,0.14913872951256543,1
Exc_L3_5_FEZF2_ASGR2,0.016743133125256122,0.025199188229290934,0.03663966723090357,0.039775139002870455,0.030607536147856017,0.029448619175459476,0.0385835345555977,0.03516370184743133,0.024043562725182755,0.03955150863551883,1
Exc_L3_5_FEZF2_LINC01107,0.009566570669598236,0.009530123805385855,0.05330036550130857,0.009566570669598236,0.011947769109319144,0.009831814939995713,0.009566570669598236,0.013281145745809821,0.009512746828944162,0.00971711868394996,1
Exc_L3_5_RORB_LAMA4,0.020238979385817396,0.025577808258764805,0.02875549465324247,0.029979808979302497,0.02819512058773987,0.027202947897301013,0.06606552711548429,0.024916170137911777,0.029355174646763037,0.029910877313141675,1
Exc_L3_5_RORB_LINC01202,0.02198372140449575,0.021630715500633405,0.04226905829073867,0.04044563319617313,0.0426170776290578,0.027018760332477975,0.03682675218672994,0.028776337135839027,0.03356963134938619,0.03494894231744817,1
Exc_L3_5_RORB_LNX2,0.07850005951197785,0.0788157165229798,0.07300228482185188,0.09062490116806943,0.0776467934384907,0.07793208924502557,0.10660000672125108,0.09651913358770113,0.07681432530639976,0.0996749825977713,1
Exc_L3_5_RORB_RPRM,0.3058004398722697,0.11693362670381989,0.0422414437436395,0.12273258876931234,0.08508918010542402,0.09313591794788952,0.49373408152829135,0.04466504114197166,0.04819400356027569,0.05762640099008885,1
Exc_L3_5_RORB_TNNT2,0.024332399576017034,0.03079178782911124,0.032632753316890105,0.03879959415978467,0.03697792188635986,0.03345619917841569,0.038988127182734554,0.032821908567285264,0.037240147396841984,0.038962105044640316,1
Exc_L3_LAMP5_CARM1P1,0.05990104781794035,0.06411442514916958,0.07800601766316778,0.09998832767683305,0.07239126039549325,0.08983787896403153,0.09977268739008152,0.09071330075886894,0.0718737038034637,0.10159555289795119,1
Exc_L3_RORB_OTOGL,0.03419979259130194,0.040218900141124905,0.042201992084594776,0.06671996079675135,0.058139556989156446,0.04668408720004399,0.06181047311288217,0.06054856147857244,0.04731798839998529,0.07277966467487856,1
Exc_L3_THEMIS_ENPEP,0.040268737299686906,0.0443952612611638,0.04823916718882663,0.054540678840524874,0.05110845688879352,0.04646435548514488,0.055418881733506335,0.05299307956854963,0.05105736834756296,0.05483372631618092,1
Exc_L5_6_FEZF2_C9orf135_AS1,0.07441964902569481,0.08074901915041714,0.11465771883396905,0.12497315604453463,0.09842091909172125,0.10795187334604066,0.1368756420403424,0.1434738023257179,0.09084665117546303,0.1373959438731984,1
Exc_L5_6_FEZF2_CFTR,0.018661074099955363,0.01772483990077744,0.042475638298800876,0.020986158277624567,0.018699996007652448,0.020480489384633885,0.10805734199467662,0.02136970297174299,0.01835608494139357,0.018676268245202337,1
Exc_L5_6_FEZF2_FILIP1L,0.03968829963888394,0.031238578598657966,0.04725731608512382,0.03804900445059174,0.03362318646938378,0.031158574271153917,0.03374745736728636,0.030193560948668707,0.032599271835251555,0.03356389577584635,1
Exc_L5_6_FEZF2_IFNG_AS1,0.02663767390418136,0.04150790551501782,0.03302049184603753,0.06006393218539469,0.04808053173678545,0.04596438602736929,0.07471010024465895,0.04274860518348182,0.047851996140144654,0.06768587635331122,1
Exc_L5_6_FEZF2_LPO,0.024583725671696602,0.017286719541692093,0.04363440427580302,0.02455244473156101,0.020449841484432216,0.01947943914125961,0.024583725671696602,0.018313651425051532,0.02241982931071681,0.024538942498051403,1
Exc_L5_6_FEZF2_OR1L8,0.03318984257023204,0.027153176498463633,0.029645945976201005,0.038176008956943154,0.03224164688202859,0.031369389189806786,0.0377725948964749,0.04347514611734616,0.037258880921838704,0.03783595512105367,1
Exc_L5_6_FEZF2_SH2D1B,0.049325209713553204,0.04074322313848076,0.059195880964857096,0.049325209713553204,0.04768573997047904,0.04491994958546087,0.04788379065740461,0.043690814256983845,0.04793929058850206,0.0490856048349595,1
Exc_L5_6_THEMIS_SMYD1,0.031472969052506954,0.04555800860497662,0.06126428741988575,0.08583139971470627,0.05057950550639697,0.06592745850695021,0.07611425192897739,0.04945203435063008,0.05865462416844214,0.08486264964713199,1
Exc_L5_6_THEMIS_TNFAIP6,0.06950923333430209,0.07814247655252628,0.06976496740473669,0.08592188146374063,0.07442152652701664,0.07328614530048005,0.08627487914379861,0.08435034660381034,0.08051319102992226,0.08364401342085087,1
Exc_L5_FEZF2_CSN1S1,0.018236275069077615,0.016563027304435957,0.04284754567685875,0.018236275069077615,0.02043981557870819,0.017963509922426887,0.017397245340299048,0.01737349173693552,0.01788419438628982,0.018378939649091052,1
Exc_L5_FEZF2_NREP_AS1,0.0133399106215658,0.020464859917481742,0.043549676914226204,0.023742038372743208,0.029838144504005164,0.01955704923585606,0.022028398374212024,0.019749846265513713,0.02207564497522403,0.02377296812406018,1
Exc_L5_FEZF2_PKD2L1,0.031937227187050804,0.02328733182177638,0.03794735950887234,0.033530189945475006,0.026420326640927628,0.022829296647366756,0.02523594041047786,0.025508324044408896,0.028067458811316722,0.028397115251497206,1
Exc_L5_FEZF2_RNF144A_AS1,0.040051303416033655,0.035201214804014835,0.037828946060610984,0.03902324459006791,0.036514181916651234,0.03467987756661614,0.038598076365948135,0.036824374934350944,0.03795371660306329,0.03993924964673866,1
Exc_L5_RORB_MED8,0.03296604061108136,0.03391063780116893,0.027074973975170353,0.044878657503485325,0.03718381483327257,0.03748820722360861,0.048253883789270355,0.03583239142197657,0.04182021989130765,0.04285057324162243,1
Exc_L5_THEMIS_FGF10,0.03155414406225504,0.028229824972759374,0.03756896607334788,0.031251717038634316,0.028956455756887833,0.03157946974754673,0.07849916553018053,0.03181391292282545,0.031106460753366375,0.03143724066821411,1
